freedict_sense_id	freedict_entry_id	sense_index
2123	1232	1
2124	1232	2
2128	1234	1
2139	1239	1
2140	1240	1
2141	1240	2
2142	1241	1
2143	1242	1
2144	1242	2
2147	1244	1
2148	1245	1
2150	1247	1
2151	1247	2
2152	1247	3
2153	1248	1
2156	1250	1
2157	1251	1
2158	1252	1
2159	1252	2
2161	1254	1
2162	1254	2
2164	1256	1
2168	1258	1
2169	1258	2
2170	1258	3
2171	1258	4
2172	1258	5
2173	1258	6
2174	1258	7
2175	1258	8
2176	1258	9
2177	1259	1
2178	1259	2
2179	1260	1
2189	1264	1
2192	1266	1
2193	1267	1
2194	1267	2
2195	1267	3
2196	1267	4
2197	1267	5
2199	1269	1
2201	1271	1
2205	1274	1
2206	1274	2
2207	1274	3
2208	1275	1
2209	1275	2
2210	1276	1
2213	1279	1
2214	1279	2
2215	1279	3
2216	1279	4
2220	1282	1
2221	1282	2
2222	1282	3
2223	1283	1
2224	1283	2
2225	1284	1
2226	1285	1
2227	1286	1
2228	1287	1
2230	1289	1
2231	1290	1
2232	1290	2
2236	1292	1
2237	1292	2
2240	1294	1
2241	1295	1
2245	1297	1
2258	1304	1
2259	1305	1
2260	1305	2
2261	1305	3
2263	1307	1
2264	1307	2
2268	1311	1
2270	1313	1
2272	1315	1
2273	1316	1
2274	1316	2
2281	1318	1
2284	1321	1
2285	1321	2
2286	1322	1
2288	1324	1
2289	1324	2
2292	1326	1
2293	1326	2
2294	1327	1
2295	1328	1
2296	1328	2
2297	1328	3
2299	1330	1
2300	1330	2
2302	1332	1
2303	1332	2
2305	1334	1
2306	1335	1
2307	1336	1
2308	1337	1
2309	1337	2
2310	1337	3
2314	1340	1
2315	1341	1
2316	1341	2
2317	1341	3
2318	1341	4
2323	1346	1
2324	1347	1
2325	1347	2
2327	1349	1
2328	1349	2
2330	1351	1
2332	1353	1
2336	1356	1
2337	1357	1
2338	1357	2
2339	1358	1
2340	1359	1
2341	1360	1
2343	1362	1
2344	1363	1
2345	1363	2
2346	1363	3
2350	1366	1
2353	1368	1
2356	1371	1
2358	1373	1
2360	1375	1
2361	1375	2
2362	1375	3
2363	1375	4
2368	1378	1
2369	1379	1
2370	1380	1
2371	1381	1
2372	1381	2
2373	1382	1
2374	1383	1
2375	1383	2
2376	1383	3
2379	1385	1
2386	1391	1
2387	1392	1
2388	1393	1
2389	1394	1
2392	1396	1
2393	1397	1
2394	1397	2
2395	1398	1
2396	1398	2
2397	1399	1
2398	1399	2
2399	1399	3
2400	1399	4
2401	1399	5
2402	1400	1
2403	1401	1
2404	1401	2
2410	1404	1
2411	1404	2
2412	1404	3
2413	1405	1
2414	1405	2
2415	1405	3
2416	1405	4
2417	1406	1
2418	1407	1
2423	1412	1
2428	1417	1
2433	1421	1
2434	1421	2
2438	1423	1
2446	1429	1
2447	1429	2
2448	1429	3
2449	1429	4
2451	1431	1
2454	1433	1
2455	1434	1
2456	1435	1
2457	1436	1
2468	1440	1
2469	1440	2
2470	1440	3
2471	1440	4
2472	1441	1
2475	1443	1
2476	1444	1
2477	1445	1
2478	1445	2
2479	1445	3
2483	1448	1
2484	1449	1
2488	1451	1
2489	1451	2
2490	1451	3
2491	1451	4
2492	1451	5
2493	1451	6
2494	1452	1
2495	1452	2
2496	1452	3
2497	1453	1
2498	1454	1
2504	1456	1
2505	1456	2
2506	1457	1
2509	1460	1
2511	1462	1
2512	1463	1
2514	1465	1
2515	1466	1
2516	1466	2
2519	1468	1
2520	1468	2
2521	1468	3
2523	1470	1
2525	1472	1
2526	1473	1
2527	1474	1
2528	1475	1
2529	1476	1
2530	1477	1
2531	1477	2
2532	1478	1
2533	1479	1
2537	1482	1
2538	1482	2
2539	1482	3
2540	1482	4
2541	1482	5
2543	1484	1
2544	1484	2
2545	1485	1
2546	1486	1
2549	1488	1
2551	1490	1
2553	1492	1
2554	1492	2
2561	1495	1
2562	1495	2
2570	1501	1
2576	1505	1
2577	1505	2
2578	1505	3
2579	1505	4
2580	1505	5
2581	1505	6
2582	1505	7
2585	1508	1
2587	1510	1
2590	1512	1
2591	1512	2
2592	1512	3
2593	1513	1
2594	1513	2
2595	1513	3
2606	1520	1
2607	1520	2
2608	1521	1
2609	1521	2
2614	1526	1
2617	1529	1
2618	1529	2
2620	1531	1
2622	1533	1
2627	1537	1
2628	1538	1
2629	1538	2
2633	1540	1
2640	1544	1
2641	1545	1
2642	1545	2
2647	1549	1
2648	1550	1
2649	1550	2
2650	1551	1
2651	1552	1
2652	1553	1
2653	1554	1
2654	1554	2
2655	1554	3
2656	1554	4
2657	1554	5
2658	1554	6
2659	1554	7
2662	1556	1
2664	1558	1
2665	1559	1
2666	1560	1
2670	1563	1
2671	1564	1
2678	1567	1
2679	1568	1
2680	1569	1
2681	1569	2
2682	1570	1
2688	1576	1
2689	1577	1
2691	1579	1
2692	1580	1
2694	1582	1
2699	1587	1
2704	1591	1
2711	1594	1
2714	1596	1
2715	1597	1
2716	1597	2
2717	1597	3
2720	1599	1
2722	1601	1
2723	1601	2
2727	1604	1
2728	1604	2
2729	1605	1
2730	1605	2
2731	1605	3
2732	1605	4
2733	1606	1
2734	1606	2
2735	1606	3
2740	1610	1
2741	1611	1
2742	1611	2
2743	1612	1
2744	1612	2
2745	1612	3
2746	1613	1
2751	1618	1
2753	1620	1
2755	1622	1
2760	1626	1
2761	1626	2
2762	1627	1
2763	1627	2
2767	1629	1
2768	1629	2
2769	1630	1
2770	1631	1
2772	1633	1
2774	1635	1
2787	1637	1
2788	1638	1
2789	1638	2
2790	1639	1
2791	1639	2
2792	1640	1
2793	1641	1
2801	1648	1
2802	1648	2
2806	1650	1
2807	1651	1
2808	1651	2
2809	1651	3
2810	1651	4
2811	1651	5
2812	1651	6
2815	1653	1
2816	1653	2
2817	1654	1
2818	1654	2
2819	1654	3
2820	1655	1
2821	1655	2
2822	1656	1
2829	1661	1
2832	1664	1
2833	1664	2
2835	1666	1
2837	1668	1
2838	1669	1
2839	1669	2
2843	1673	1
2844	1674	1
2845	1674	2
2853	1677	1
2854	1677	2
2857	1679	1
2860	1681	1
2862	1683	1
2863	1684	1
2864	1685	1
2865	1686	1
2866	1687	1
2867	1687	2
2869	1689	1
2870	1690	1
2871	1690	2
2872	1690	3
2873	1690	4
2874	1690	5
2875	1691	1
2876	1691	2
2877	1692	1
2878	1692	2
2879	1692	3
2880	1692	4
2881	1693	1
2882	1693	2
2884	1695	1
2885	1695	2
2896	1701	1
2898	1703	1
2899	1703	2
2900	1704	1
2901	1705	1
2902	1706	1
2903	1707	1
2904	1707	2
2905	1708	1
2908	1711	1
2911	1713	1
2912	1714	1
2913	1714	2
2916	1717	1
2917	1717	2
2918	1717	3
2919	1718	1
2920	1719	1
2921	1719	2
2922	1719	3
2923	1719	4
2924	1719	5
2927	1721	1
2930	1723	1
2931	1724	1
2932	1724	2
2935	1727	1
2936	1728	1
2937	1728	2
2938	1729	1
2939	1730	1
2940	1731	1
2960	1738	1
2961	1738	2
2962	1738	3
2965	1741	1
2966	1741	2
2967	1741	3
2968	1742	1
2969	1743	1
2973	1746	1
2975	1748	1
2978	1751	1
2979	1751	2
2980	1752	1
2981	1752	2
2983	1754	1
2984	1754	2
2985	1754	3
2986	1754	4
2987	1754	5
2989	1756	1
2992	1758	1
2998	1762	1
3011	1769	1
3012	1769	2
3013	1770	1
3014	1771	1
3019	1775	1
3020	1776	1
3021	1777	1
3022	1777	2
3023	1777	3
3024	1777	4
3025	1777	5
3027	1779	1
3033	1782	1
3047	1792	1
3048	1792	2
3049	1792	3
3050	1792	4
3052	1794	1
3053	1795	1
3054	1795	2
3055	1796	1
3056	1797	1
3057	1797	2
3058	1798	1
3059	1799	1
3060	1799	2
3061	1799	3
3062	1800	1
3063	1800	2
3067	1804	1
3068	1805	1
3069	1805	2
3070	1805	3
3071	1805	4
3072	1805	5
3073	1806	1
3074	1806	2
3075	1807	1
3082	1811	1
3089	1816	1
3097	1822	1
3098	1822	2
3099	1823	1
3100	1824	1
3108	1829	1
3109	1829	2
3110	1829	3
3111	1829	4
3112	1830	1
3113	1831	1
3116	1834	1
3117	1835	1
3119	1837	1
3120	1838	1
3124	1842	1
3125	1843	1
3129	1847	1
3130	1847	2
3139	1852	1
3140	1852	2
3147	1856	1
3153	1859	1
3159	1862	1
3160	1863	1
3162	1865	1
3163	1866	1
3164	1867	1
3165	1867	2
3168	1870	1
3178	1877	1
3180	1879	1
3189	1884	1
3190	1885	1
3192	1887	1
3193	1887	2
3194	1887	3
3195	1888	1
3196	1889	1
3204	1892	1
3205	1893	1
3206	1893	2
3207	1893	3
3208	1893	4
3214	1898	1
3215	1898	2
3216	1899	1
3224	1905	1
3225	1906	1
3226	1906	2
3232	1911	1
3233	1912	1
3234	1912	2
3235	1912	3
3236	1913	1
3237	1913	2
3238	1914	1
3239	1914	2
3240	1914	3
3241	1914	4
3242	1914	5
3243	1915	1
3246	1917	1
3247	1917	2
3248	1918	1
3249	1918	2
3251	1920	1
3256	1925	1
3257	1925	2
3262	1930	1
3268	1935	1
3282	1940	1
3283	1941	1
3284	1941	2
3285	1941	3
3286	1942	1
3287	1942	2
3291	1946	1
3292	1947	1
3293	1947	2
3297	1950	1
3298	1951	1
3299	1952	1
3304	1956	1
3305	1956	2
3308	1959	1
3309	1959	2
3328	1971	1
3329	1972	1
3330	1972	2
3335	1976	1
3337	1978	1
3343	1982	1
3359	1991	1
3360	1991	2
3368	1998	1
3369	1999	1
3370	1999	2
3375	2003	1
3376	2003	2
3377	2003	3
3379	2005	1
3392	2013	1
3396	2016	1
3397	2016	2
3398	2016	3
3399	2017	1
3400	2017	2
3401	2017	3
3402	2017	4
3409	2023	1
3414	2026	1
3424	2030	1
3425	2030	2
3426	2030	3
3428	2032	1
3429	2032	2
3430	2032	3
3431	2033	1
3432	2034	1
3433	2034	2
3448	2045	1
3451	2048	1
3452	2048	2
3453	2048	3
3454	2048	4
3457	2051	1
3458	2051	2
3459	2051	3
3465	2056	1
3466	2056	2
3467	2056	3
3468	2056	4
3469	2057	1
3470	2057	2
3471	2058	1
3478	2061	1
3479	2062	1
3482	2064	1
3484	2066	1
3486	2068	1
3487	2068	2
3488	2068	3
3489	2068	4
3493	2072	1
3504	2079	1
3505	2080	1
3506	2081	1
3507	2082	1
3512	2086	1
3514	2088	1
3515	2088	2
3516	2088	3
3517	2089	1
3525	2093	1
3530	2098	1
3533	2101	1
3534	2102	1
3536	2104	1
3538	2106	1
3541	2109	1
3542	2109	2
3547	2112	1
3548	2113	1
3553	2116	1
3558	2119	1
3559	2119	2
3560	2120	1
3561	2120	2
3566	2123	1
3567	2123	2
3568	2124	1
3569	2125	1
3570	2125	2
3571	2125	3
3572	2126	1
3579	2131	1
3580	2131	2
3581	2132	1
3582	2133	1
3585	2136	1
3593	2141	1
3594	2141	2
3595	2141	3
3596	2141	4
3597	2142	1
3602	2146	1
3614	2153	1
3616	2155	1
3617	2156	1
3618	2157	1
3619	2157	2
3620	2157	3
3621	2158	1
3622	2158	2
3631	2165	1
3632	2166	1
3633	2167	1
3640	2173	1
3642	2175	1
3643	2176	1
3651	2184	1
3652	2185	1
3654	2187	1
3655	2187	2
3662	2191	1
3663	2191	2
3669	2196	1
3670	2196	2
3672	2198	1
3681	2204	1
3682	2204	2
3683	2204	3
3684	2204	4
3687	2207	1
3688	2207	2
3690	2209	1
3691	2209	2
3698	2211	1
3699	2211	2
3713	2221	1
3717	2224	1
3718	2225	1
3720	2227	1
3721	2227	2
3722	2227	3
3723	2228	1
3724	2228	2
3725	2228	3
3726	2228	4
3727	2228	5
3728	2228	6
3729	2229	1
3730	2230	1
3733	2232	1
3738	2237	1
3739	2237	2
3744	2242	1
3746	2244	1
3747	2244	2
3748	2244	3
3750	2246	1
3751	2247	1
3765	2256	1
3768	2259	1
3769	2259	2
3770	2259	3
3774	2261	1
3775	2262	1
3776	2262	2
3777	2262	3
3778	2262	4
3782	2265	1
3783	2266	1
3784	2266	2
3785	2266	3
3786	2267	1
3793	2273	1
3794	2274	1
3795	2274	2
3797	2276	1
3811	2284	1
3812	2284	2
3813	2285	1
3821	2290	1
3826	2293	1
3827	2293	2
3828	2293	3
3832	2296	1
3833	2296	2
3834	2296	3
3835	2297	1
3837	2299	1
3838	2300	1
3840	2302	1
3841	2302	2
3853	2314	1
3855	2316	1
3856	2317	1
3861	2322	1
3862	2322	2
3868	2326	1
3869	2326	2
3870	2326	3
3886	2336	1
3889	2339	1
3890	2339	2
3891	2339	3
3905	2346	1
3906	2346	2
3907	2346	3
3910	2348	1
3914	2352	1
3917	2355	1
3918	2355	2
3919	2356	1
3933	2367	1
3934	2367	2
3935	2367	3
3936	2367	4
3948	2376	1
3949	2376	2
3950	2376	3
3951	2377	1
3952	2377	2
3954	2379	1
3955	2379	2
3956	2379	3
3957	2379	4
3961	2382	1
3980	2392	1
3981	2392	2
3982	2393	1
3990	2396	1
3994	2400	1
3995	2400	2
3996	2400	3
4008	2410	1
4009	2410	2
4014	2413	1
4015	2413	2
4016	2413	3
4017	2414	1
4023	2418	1
4027	2422	1
4029	2424	1
4030	2424	2
4031	2424	3
4032	2424	4
4033	2424	5
4050	2432	1
4051	2433	1
4060	2438	1
4064	2442	1
4069	2445	1
4070	2445	2
4071	2445	3
4072	2445	4
4081	2453	1
4082	2453	2
4083	2453	3
4084	2453	4
4085	2453	5
4086	2453	6
4087	2453	7
4088	2453	8
4094	2458	1
4098	2462	1
4101	2464	1
4117	2474	1
4119	2476	1
4124	2480	1
4127	2483	1
4128	2484	1
4129	2484	2
4130	2484	3
4142	2493	1
4143	2493	2
4144	2494	1
4148	2498	1
4151	2500	1
4152	2501	1
4154	2503	1
4163	2509	1
4167	2512	1
4173	2518	1
4174	2518	2
4175	2518	3
4177	2520	1
4178	2521	1
4179	2522	1
4180	2522	2
4181	2522	3
4189	2529	1
4192	2532	1
4193	2532	2
4199	2537	1
4200	2537	2
4205	2541	1
4206	2542	1
4211	2546	1
4212	2546	2
4213	2546	3
4214	2546	4
4215	2546	5
4216	2546	6
4217	2546	7
4218	2546	8
4219	2546	9
4220	2546	10
4221	2546	11
4222	2546	12
4223	2546	13
4224	2546	14
4225	2546	15
4226	2546	16
4227	2546	17
4228	2546	18
4229	2546	19
4230	2546	20
4231	2546	21
4232	2546	22
4233	2546	23
4234	2546	24
4235	2546	25
4236	2546	26
4237	2547	1
4238	2547	2
4241	2550	1
4245	2553	1
4246	2553	2
4255	2558	1
4256	2559	1
4279	2574	1
4281	2576	1
4287	2579	1
4288	2579	2
4290	2581	1
4296	2586	1
4323	2599	1
4332	2605	1
4348	2617	1
4349	2618	1
4351	2620	1
4352	2620	2
4365	2626	1
4366	2626	2
4368	2628	1
4380	2635	1
4381	2635	2
4391	2642	1
4395	2645	1
4398	2647	1
4399	2647	2
4408	2654	1
4414	2659	1
4419	2664	1
4442	2680	1
4453	2685	1
4458	2688	1
4463	2691	1
4468	2694	1
4474	2698	1
4475	2698	2
4476	2698	3
4486	2706	1
4487	2707	1
4499	2713	1
4507	2718	1
4508	2718	2
4513	2722	1
4514	2722	2
4517	2725	1
4518	2725	2
4519	2726	1
4520	2726	2
4521	2726	3
4522	2726	4
4523	2726	5
4526	2729	1
4527	2729	2
4535	2733	1
4544	2740	1
4557	2745	1
4558	2745	2
4559	2746	1
4564	2750	1
4566	2752	1
4567	2753	1
4568	2754	1
4574	2758	1
4575	2758	2
4588	2768	1
4589	2768	2
4593	2772	1
4606	2781	1
4607	2781	2
4634	2795	1
4635	2796	1
4644	2802	1
4647	2805	1
4648	2805	2
4650	2807	1
4666	2817	1
4667	2817	2
4669	2819	1
4677	2826	1
4678	2826	2
4686	2831	1
4687	2831	2
4689	2833	1
4690	2833	2
4691	2834	1
4703	2840	1
4704	2840	2
4705	2840	3
4706	2841	1
4709	2843	1
4710	2844	1
4719	2852	1
4724	2856	1
4725	2857	1
4729	2860	1
4730	2860	2
4733	2862	1
4734	2863	1
4735	2864	1
4736	2864	2
4739	2867	1
4744	2871	1
4748	2874	1
4749	2874	2
4750	2875	1
4756	2880	1
4757	2880	2
4768	2886	1
4769	2887	1
4770	2888	1
4771	2889	1
4772	2890	1
4775	2892	1
4776	2892	2
4798	2904	1
4799	2904	2
4800	2905	1
4803	2907	1
4804	2908	1
4805	2909	1
4820	2918	1
4835	2926	1
4836	2927	1
4837	2927	2
4838	2927	3
4839	2928	1
4840	2929	1
4841	2929	2
4844	2931	1
4848	2935	1
4855	2941	1
4861	2945	1
4862	2946	1
4863	2946	2
4864	2946	3
4866	2948	1
4867	2948	2
4868	2948	3
4872	2950	1
4873	2950	2
4875	2952	1
4881	2957	1
4882	2957	2
4885	2959	1
4886	2959	2
4887	2959	3
4909	2975	1
4910	2975	2
4911	2975	3
4913	2977	1
4914	2977	2
4915	2978	1
4917	2980	1
4918	2980	2
4920	2982	1
4921	2982	2
4922	2983	1
4923	2983	2
4924	2983	3
4925	2983	4
4926	2984	1
4961	3002	1
4962	3002	2
4963	3002	3
4970	3007	1
4975	3012	1
4976	3012	2
4977	3013	1
4978	3014	1
4980	3016	1
4985	3020	1
4986	3020	2
4995	3025	1
4999	3027	1
5003	3030	1
5006	3033	1
5007	3033	2
5008	3033	3
5023	3042	1
5027	3045	1
5028	3046	1
5029	3047	1
5034	3050	1
5035	3051	1
5040	3053	1
5041	3053	2
5042	3053	3
5048	3057	1
5049	3057	2
5052	3060	1
5055	3063	1
5056	3063	2
5062	3069	1
5063	3070	1
5065	3072	1
5077	3080	1
5078	3080	2
5079	3081	1
5081	3083	1
5082	3084	1
5083	3084	2
5084	3085	1
5095	3091	1
5096	3092	1
5097	3092	2
5100	3095	1
5104	3099	1
5105	3099	2
5125	3113	1
5132	3117	1
5133	3118	1
5147	3127	1
5148	3127	2
5149	3128	1
5150	3128	2
5151	3128	3
5173	3144	1
5179	3148	1
5180	3148	2
5181	3148	3
5188	3153	1
5192	3156	1
5193	3156	2
5194	3157	1
5195	3158	1
5215	3170	1
5216	3171	1
5217	3172	1
5218	3172	2
5224	3176	1
5234	3181	1
5239	3185	1
5261	3194	1
5271	3203	1
5272	3203	2
5273	3203	3
5285	3209	1
5289	3212	1
5290	3213	1
5291	3214	1
5292	3214	2
5295	3217	1
5296	3217	2
5297	3217	3
5303	3223	1
5311	3228	1
5312	3229	1
5313	3230	1
5315	3232	1
5320	3236	1
5321	3236	2
5324	3239	1
5325	3239	2
5339	3248	1
5340	3248	2
5341	3248	3
5351	3257	1
5354	3259	1
5367	3269	1
5368	3270	1
5370	3272	1
5375	3276	1
5390	3285	1
5391	3285	2
5396	3289	1
5397	3289	2
5398	3289	3
5408	3297	1
5418	3306	1
5419	3307	1
5420	3307	2
5425	3311	1
5426	3311	2
5427	3311	3
5430	3313	1
5436	3317	1
5440	3320	1
5446	3326	1
5447	3326	2
5448	3326	3
5455	3330	1
5461	3335	1
5478	3346	1
5482	3348	1
5483	3348	2
5506	3358	1
5507	3358	2
5516	3363	1
5541	3377	1
5549	3384	1
5553	3387	1
5558	3392	1
5559	3393	1
5574	3401	1
5579	3405	1
5585	3410	1
5586	3410	2
5587	3410	3
5641	3444	1
5643	3446	1
5654	3452	1
5663	3460	1
5678	3471	1
5680	3473	1
5681	3473	2
5697	3484	1
5724	3502	1
5725	3502	2
5729	3505	1
5736	3510	1
5747	3519	1
5750	3522	1
5799	3554	1
5808	3559	1
5818	3566	1
5819	3566	2
5820	3566	3
5821	3566	4
5824	3569	1
5830	3574	1
5831	3574	2
5839	3577	1
5866	3593	1
5869	3596	1
5873	3600	1
5875	3602	1
5876	3602	2
5877	3602	3
5880	3605	1
5896	3617	1
5903	3624	1
5910	3629	1
5926	3640	1
5945	3650	1
5946	3650	2
5947	3651	1
5976	3670	1
5982	3675	1
5983	3676	1
5987	3680	1
5988	3680	2
5989	3680	3
5990	3680	4
6003	3688	1
6005	3690	1
6012	3695	1
6014	3697	1
6015	3697	2
6036	3712	1
6056	3726	1
6060	3730	1
6061	3730	2
6066	3732	1
6089	3746	1
6114	3761	1
6124	3766	1
6125	3766	2
6126	3766	3
6130	3769	1
6131	3770	1
6132	3770	2
6133	3770	3
6134	3770	4
6147	3781	1
6148	3781	2
6150	3783	1
6173	3801	1
6174	3801	2
6175	3801	3
6180	3804	1
6181	3805	1
6197	3816	1
6198	3816	2
6230	3840	1
6231	3840	2
6246	3853	1
6267	3865	1
6271	3868	1
6272	3868	2
6276	3871	1
6277	3871	2
6283	3874	1
6298	3884	1
6310	3894	1
6311	3894	2
6319	3898	1
6320	3898	2
6334	3905	1
6335	3905	2
6363	3921	1
6364	3921	2
6390	3938	1
6401	3945	1
6408	3950	1
6417	3958	1
6418	3958	2
6431	3968	1
6435	3972	1
6436	3972	2
6437	3973	1
6445	3978	1
6454	3986	1
6455	3986	2
6480	4006	1
6483	4009	1
6487	4012	1
6488	4013	1
6489	4013	2
6491	4015	1
6529	4042	1
6536	4046	1
6537	4047	1
6538	4047	2
6539	4047	3
6543	4049	1
6544	4049	2
6551	4053	1
6552	4053	2
6579	4073	1
6594	4084	1
6595	4084	2
6607	4092	1
6613	4096	1
6615	4098	1
6631	4113	1
6632	4113	2
6634	4115	1
6635	4115	2
6636	4115	3
6654	4127	1
6655	4127	2
6662	4131	1
6670	4137	1
6683	4146	1
6684	4146	2
6685	4146	3
6749	4188	1
6756	4192	1
6760	4195	1
6761	4195	2
6793	4218	1
6809	4227	1
6818	4233	1
6827	4239	1
6828	4239	2
6829	4239	3
6830	4239	4
6831	4239	5
6846	4252	1
6850	4254	1
6851	4254	2
6896	4285	1
6926	4307	1
6927	4308	1
6933	4313	1
6934	4313	2
6936	4315	1
6937	4315	2
6938	4316	1
6939	4317	1
6974	4338	1
6975	4339	1
7008	4362	1
7009	4362	2
7010	4363	1
7030	4376	1
7031	4377	1
7050	4388	1
7067	4397	1
7091	4413	1
7092	4414	1
7093	4414	2
7105	4423	1
7106	4423	2
7121	4433	1
7133	4441	1
7152	4458	1
7153	4458	2
7164	4465	1
7165	4466	1
7173	4471	1
7181	4478	1
7184	4480	1
7185	4480	2
7221	4503	1
7222	4503	2
7244	4514	1
7292	4547	1
7311	4562	1
7315	4566	1
7316	4566	2
7376	4603	1
7404	4622	1
7491	4676	1
7499	4682	1
7555	4714	1
7561	4719	1
7562	4719	2
7614	4748	1
7618	4751	1
7655	4774	1
7661	4780	1
7662	4780	2
7663	4780	3
7664	4781	1
7713	4817	1
7720	4823	1
7721	4823	2
7733	4835	1
7743	4842	1
7744	4842	2
7778	4868	1
7795	4879	1
7855	4918	1
7856	4918	2
7857	4918	3
7861	4921	1
7879	4932	1
7921	4961	1
7925	4965	1
7928	4968	1
7990	5011	1
7991	5011	2
8038	5043	1
8043	5048	1
8049	5054	1
8079	5072	1
8080	5072	2
8159	5123	1
8160	5123	2
8161	5123	3
8162	5123	4
8163	5123	5
8164	5123	6
8173	5131	1
8208	5160	1
8210	5162	1
8224	5172	1
8261	5198	1
8361	5258	1
8387	5281	1
8566	5404	1
8578	5414	1
8657	5468	1
8658	5469	1
8738	5524	1
8785	5555	1
8913	5638	1
8924	5647	1
8966	5677	1
9016	5716	1
9272	5901	1
9273	5901	2
9360	5957	1
9361	5957	2
9362	5957	3
9435	6000	1
9443	6004	1
9503	6046	1
9504	6046	2
9520	6057	1
9521	6057	2
9522	6057	3
9523	6057	4
9592	6112	1
9599	6118	1
9631	6140	1
9632	6140	2
9634	6142	1
9636	6144	1
9662	6161	1
9768	6233	1
9860	6294	1
9934	6349	1
9935	6349	2
10289	6604	1
10371	6664	1
10372	6664	2
10373	6664	3
10421	6704	1
10422	6704	2
10423	6704	3
10434	6713	1
10804	6978	1
10836	7006	1
10917	7064	1
11094	7202	1
11095	7202	2
11185	7266	1
11258	7324	1
11295	7351	1
11399	7422	1
11413	7430	1
11470	7467	1
11542	7517	1
11821	7721	1
11822	7722	1
11842	7740	1
12005	7862	1
12006	7862	2
12472	8204	1
12796	8443	1
12802	8448	1
12803	8448	2
12815	8458	1
12955	8564	1
13073	8647	1
13074	8647	2
13492	8950	1
13493	8950	2
13494	8950	3
15191	10245	1
15192	10246	1
